ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,All Saints' Day,All Saints' Day_lower,All Saints' Day_upper,Assumption Day,Assumption Day_lower,Assumption Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Constitution Day,Constitution Day_lower,Constitution Day_upper,Epiphany,Epiphany_lower,Epiphany_upper,Good Friday,Good Friday_lower,Good Friday_upper,Immaculate Conception,Immaculate Conception_lower,Immaculate Conception_upper,Labor Day,Labor Day_lower,Labor Day_upper,National Day,National Day_lower,National Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2023-01-11,80164.44069535266,-9854.213681703126,164972.5726453887,80164.44069535266,80164.44069535266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008482122190802036,0.008482122190802036,0.008482122190802036,-0.0002763532964427421,-0.0002763532964427421,-0.0002763532964427421,0.008758475487244777,0.008758475487244777,0.008758475487244777,0.0,0.0,0.0,80844.40527668795
2023-01-12,86027.29163739042,2949.8189972205546,178300.32335747394,86027.29163739042,86027.29163739042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009171586788264723,0.009171586788264723,0.009171586788264723,-3.356731100068535e-05,-3.356731100068535e-05,-3.356731100068535e-05,0.009205154099265409,0.009205154099265409,0.009205154099265409,0.0,0.0,0.0,86816.2984088021
2023-01-13,91890.14257942818,1354.480635938797,176986.2235395314,91890.14257942818,91890.14257942818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009647591496178953,0.009647591496178953,0.009647591496178953,-4.983770821464373e-06,-4.983770821464373e-06,-4.983770821464373e-06,0.009652575267000418,0.009652575267000418,0.009652575267000418,0.0,0.0,0.0,92776.66113756014
2023-01-14,97752.99352146593,10477.574916684773,180587.57078739515,97752.99352146593,97752.99352146593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010754623726368715,0.010754623726368715,0.010754623726368715,0.0006527986307427934,0.0006527986307427934,0.0006527986307427934,0.010101825095625922,0.010101825095625922,0.010101825095625922,0.0,0.0,0.0,98804.29018491546
2023-01-15,103615.84446350369,12686.936675188765,193583.0147811933,103615.84446350369,103615.84446350369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01184795628500321,0.01184795628500321,0.01184795628500321,0.001294327496494533,0.001294327496494533,0.001294327496494533,0.010553628788508676,0.010553628788508676,0.010553628788508676,0.0,0.0,0.0,104843.48045914096
2023-01-16,109478.69540554144,27336.475200112956,204447.83362748794,109478.69540554144,109478.69540554144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010308913366583171,0.010308913366583171,0.010308913366583171,-0.0006993391191656139,-0.0006993391191656139,-0.0006993391191656139,0.011008252485748785,0.011008252485748785,0.011008252485748785,0.0,0.0,0.0,110607.30179196372
2023-01-17,115341.54634757919,24666.97595777476,200828.69614573754,115341.54634757919,115341.54634757919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010532534618485244,0.010532534618485244,0.010532534618485244,-0.0009328826298022622,-0.0009328826298022622,-0.0009328826298022622,0.011465417248287505,0.011465417248287505,0.011465417248287505,0.0,0.0,0.0,116556.38517743468
2023-01-18,121204.39728961694,29936.62555673854,211284.58210276242,121204.39728961694,121204.39728961694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011647875477344706,0.011647875477344706,0.011647875477344706,-0.00027635329644175945,-0.00027635329644175945,-0.00027635329644175945,0.011924228773786466,0.011924228773786466,0.011924228773786466,0.0,0.0,0.0,122616.17101655302
2023-01-19,127067.24823165468,38585.04658630632,215154.06217985007,127067.24823165468,127067.24823165468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01234955866568312,0.01234955866568312,0.01234955866568312,-3.356731099961916e-05,-3.356731099961916e-05,-3.356731099961916e-05,0.01238312597668274,0.01238312597668274,0.01238312597668274,0.0,0.0,0.0,128636.47266817844
2023-01-20,132930.09917369243,43670.71498484164,218117.70609273572,132930.09917369243,132930.09917369243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012834867231608508,0.012834867231608508,0.012834867231608508,-4.9837708207960975e-06,-4.9837708207960975e-06,-4.9837708207960975e-06,0.012839851002429304,0.012839851002429304,0.012839851002429304,0.0,0.0,0.0,134636.23934767133
2023-01-21,138792.9501157302,48779.693718203096,227457.37009209226,138792.9501157302,138792.9501157302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013944241222554362,0.013944241222554362,0.013944241222554362,0.0006527986307424564,0.0006527986307424564,0.0006527986307424564,0.013291442591811906,0.013291442591811906,0.013291442591811906,0.0,0.0,0.0,140728.3124921339
2023-01-22,144655.80105776794,63874.914383711504,235628.8249476285,144655.80105776794,144655.80105776794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015028581481868118,0.015028581481868118,0.015028581481868118,0.0012943274964939153,0.0012943274964939153,0.0012943274964939153,0.013734253985374202,0.013734253985374202,0.013734253985374202,0.0,0.0,0.0,146829.7725507895
2023-01-23,150518.6519998057,59790.16209719994,235557.68249095208,150518.6519998057,150518.6519998057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01346465666348469,0.01346465666348469,0.01346465666348469,-0.0006993391191660915,-0.0006993391191660915,-0.0006993391191660915,0.01416399578265078,0.01416399578265078,0.01416399578265078,0.0,0.0,0.0,152545.33397043362
2023-01-24,156381.50294184347,69359.83210764796,247689.74857834956,156381.50294184347,156381.50294184347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013642920740375368,0.013642920740375368,0.013642920740375368,-0.0009328826298009988,-0.0009328826298009988,-0.0009328826298009988,0.014575803370176367,0.014575803370176367,0.014575803370176367,0.0,0.0,0.0,158515.00339173983
2023-01-25,162244.35388388124,76233.3719109763,254083.66800772876,162244.35388388124,162244.35388388124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014687974434627363,0.014687974434627363,0.014687974434627363,-0.00027635329644239446,-0.00027635329644239446,-0.00027635329644239446,0.014964327731069758,0.014964327731069758,0.014964327731069758,0.0,0.0,0.0,164627.3948058903
2023-01-26,168107.20482591898,82617.47705248641,257104.7493840611,168107.20482591898,168107.20482591898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015290280361461298,0.015290280361461298,0.015290280361461298,-3.3567311000261126e-05,-3.3567311000261126e-05,-3.3567311000261126e-05,0.01532384767246156,0.01532384767246156,0.01532384767246156,0.0,0.0,0.0,170677.6111184889
2023-01-27,173970.05576795674,92093.80371993345,262345.70146907965,173970.05576795674,173970.05576795674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015643417008985788,0.015643417008985788,0.015643417008985788,-4.983770823437702e-06,-4.983770823437702e-06,-4.983770823437702e-06,0.015648400779809227,0.015648400779809227,0.015648400779809227,0.0,0.0,0.0,176691.54189741143
2023-01-28,179832.90670999448,96480.49875019726,268511.7534246393,179832.90670999448,179832.90670999448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016584728383187,0.016584728383187,0.016584728383187,0.0006527986307395797,0.0006527986307395797,0.0006527986307395797,0.015931929752447418,0.015931929752447418,0.015931929752447418,0.0,0.0,0.0,182815.38662213876
2023-01-29,185695.75765203225,93922.69328116385,277874.64879876515,185695.75765203225,185695.75765203225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017462767710083395,0.017462767710083395,0.017462767710083395,0.0012943274964932975,0.0012943274964932975,0.0012943274964932975,0.0161684402135901,0.0161684402135901,0.0161684402135901,0.0,0.0,0.0,188938.51953265764
2023-01-30,191558.60859407,111938.5226200203,284492.9766660594,191558.60859407,191558.60859407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015652826519848683,0.015652826519848683,0.015652826519848683,-0.0006993391191676824,-0.0006993391191676824,-0.0006993391191676824,0.016352165639016366,0.016352165639016366,0.016352165639016366,0.0,0.0,0.0,194557.0422627766
2023-01-31,199075.22615921038,121513.23160897354,287142.62104567693,199075.22615921038,199075.22615921038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015544852097039893,0.015544852097039893,0.015544852097039893,-0.0009328826298009421,-0.0009328826298009421,-0.0009328826298009421,0.016477734726840835,0.016477734726840835,0.016477734726840835,0.0,0.0,0.0,202169.82110604006
2023-02-01,206591.84372435074,121266.7266490146,294981.9739333799,206591.84372435074,206591.84372435074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01626398305099118,0.01626398305099118,0.01626398305099118,-0.00027635329644479576,-0.00027635329644479576,-0.00027635329644479576,0.016540336347435975,0.016540336347435975,0.016540336347435975,0.0,0.0,0.0,209951.8499691566
2023-02-02,214108.46128949113,126035.04893674291,306163.9886655839,214108.46128949113,214108.46128949113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016502309863872508,0.016502309863872508,0.016502309863872508,-3.3567311000903096e-05,-3.3567311000903096e-05,-3.3567311000903096e-05,0.01653587717487341,0.01653587717487341,0.01653587717487341,0.0,0.0,0.0,217641.74546216728
2023-02-03,221625.0788546315,136270.9888129874,309807.18793576205,221625.0788546315,221625.0788546315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016456143441163095,0.016456143441163095,0.016456143441163095,-4.983770821309115e-06,-4.983770821309115e-06,-4.983770821309115e-06,0.0164611272119844,0.0164611272119844,0.0164611272119844,0.0,0.0,0.0,225272.17294242242
2023-02-04,229141.69641977185,135628.04647984647,319669.4683957283,229141.69641977185,229141.69641977185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016966647309209597,0.016966647309209597,0.016966647309209597,0.0006527986307392425,0.0006527986307392425,0.0006527986307392425,0.016313848678470355,0.016313848678470355,0.016313848678470355,0.0,0.0,0.0,233029.4627667601
2023-02-05,236658.3139849122,150785.37309967386,322715.8041576756,236658.3139849122,236658.3139849122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017387231625669696,0.017387231625669696,0.017387231625669696,0.0012943274964924763,0.0012943274964924763,0.0012943274964924763,0.01609290412917722,0.01609290412917722,0.01609290412917722,0.0,0.0,0.0,240773.14690630836
2023-02-06,244174.93155005257,160059.68307732756,336763.6981419325,244174.93155005257,244174.93155005257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015099001077980744,0.015099001077980744,0.015099001077980744,-0.0006993391191687167,-0.0006993391191687167,-0.0006993391191687167,0.01579834019714946,0.01579834019714946,0.01579834019714946,0.0,0.0,0.0,247861.7291047427
2023-02-07,251691.5491151929,162919.05989477976,348252.2660023301,251691.5491151929,251691.5491151929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014498561368901897,0.014498561368901897,0.014498561368901897,-0.0009328826298015042,-0.0009328826298015042,-0.0009328826298015042,0.0154314439987034,0.0154314439987034,0.0154314439987034,0.0,0.0,0.0,255340.71448607353
2023-02-08,259208.1666803333,170203.05164681099,350495.49539142876,259208.1666803333,259208.1666803333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014718416680900234,0.014718416680900234,0.014718416680900234,-0.0002763532964454307,-0.0002763532964454307,-0.0002763532964454307,0.014994769977345664,0.014994769977345664,0.014994769977345664,0.0,0.0,0.0,263023.30048462667
2023-02-09,266724.7842454737,183757.96830323405,363112.60965476814,266724.7842454737,266724.7842454737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014458568467607461,0.014458568467607461,0.014458568467607461,-3.3567311001545066e-05,-3.3567311001545066e-05,-3.3567311001545066e-05,0.014492135778609007,0.014492135778609007,0.014492135778609007,0.0,0.0,0.0,270581.2428004947
2023-02-10,274241.40181061404,189075.70806635392,358117.6862991123,274241.40181061404,274241.40181061404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01392360284413944,0.01392360284413944,0.01392360284413944,-4.983770822101233e-06,-4.983770822101233e-06,-4.983770822101233e-06,0.013928586614961542,0.013928586614961542,0.013928586614961542,0.0,0.0,0.0,278059.8301728451
2023-02-11,281758.0193757544,198715.24224047922,375078.49257879006,281758.0193757544,281758.0193757544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01396312710420334,0.01396312710420334,0.01396312710420334,0.0006527986307407521,0.0006527986307407521,0.0006527986307407521,0.013310328473462588,0.013310328473462588,0.013310328473462588,0.0,0.0,0.0,285692.24241292663
2023-02-12,289274.63694089476,204087.2542433828,373354.94290572044,289274.63694089476,289274.63694089476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013938958908741547,0.013938958908741547,0.013938958908741547,0.0012943274964955158,0.0012943274964955158,0.0012943274964955158,0.01264463141224603,0.01264463141224603,0.01264463141224603,0.0,0.0,0.0,293306.824218555
2023-02-13,296791.2545060351,207124.9281525133,393543.0549486661,296791.2545060351,296791.2545060351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011240365939384551,0.011240365939384551,0.011240365939384551,-0.0006993391191697508,-0.0006993391191697508,-0.0006993391191697508,0.011939705058554302,0.011939705058554302,0.011939705058554302,0.0,0.0,0.0,300127.29681429197
2023-02-14,304307.8720711755,220462.2929365121,397050.9282392988,304307.8720711755,304307.8720711755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010271666605008844,0.010271666605008844,0.010271666605008844,-0.0009328826298038605,-0.0009328826298038605,-0.0009328826298038605,0.011204549234812703,0.011204549234812703,0.011204549234812703,0.0,0.0,0.0,307433.6210783703
